id,title,author,source,date,subjects
2214,New habit for Earle of excess,David Sinclair,The Times,5 April 1996,['steve-earle']
2215,Emmylou Harris: Singing With a Voice That's Always True to Her Heart,Richard Cromelin,Los Angeles Times,11 April 1996,['emmylou-harris']
2216,Steve Earle: Back in the Saddle,Geoffrey Himes,Rolling Stone,18 April 1996,['steve-earle']
2217,"k.d. lang: Academy, Birmingham",Caroline Sullivan,The Guardian,24 April 1996,['kd-lang']
2218,Merle Haggard: Down Every Road (Capitol) ****,Mark Kemp,Rolling Stone,2 May 1996,['merle-haggard']
2219,"k.d. lang: Wembley Arena, London",Paul Sexton,The Times,11 May 1996,['kd-lang']
2300,"Merle Haggard: Tramps, New York NY",Amy Linden,New York Daily News,13 May 1996,['merle-haggard']
2301,Vince Gill: High Lonesome Sound (MCA),Richard Cromelin,Los Angeles Times,25 May 1996,['vince-gill']
2302,"The Eagles: McAlpine Stadium, Huddersfield",Dave Simpson,The Guardian,15 July 1996,['eagles-the']
2303,"BR5-49: LunaPark, Los Angeles CA",Richard Cromelin,Los Angeles Times,19 September 1996,['br5-49']
2304,How We Met: Emmylou Harris and Phil Kaufman,Lucy O'Brien,The Independent,5 October 1996,"['emmylou-harris', 'gram-parsons']"
2305,How I Wrote All Those Songs by Harlan Howard,Mark Rowland,Musician,November 1996,['harlan-howard']
2306,Glen Campbell: The Glen Campbell Collection (1962-1989),Colin Escott,Razor & Tie Records,1997,['glen-campbell']
2307,Frontwoman: Iris DeMent,Mark Rowland,Musician,January 1997,['iris-dement']
2308,Hooked on Twang: A New Generation Goes Honky-Tonkin',Holly George-Warren,Rolling Stone,17 April 1997,"['wayne-hancock', 'br5-49', 'dale-watson', 'junior-brown', 'derailers-the']"
2309,"Jerry Lee Lewis: Hot Tin Roof, Martha's Vineyard",Jim Sullivan,The Boston Globe,26 May 1997,['jerry-lee-lewis']
2310,Gillian Welch: As Real And As Raw As It Gets,Mark Cooper,The Independent,7 June 1997,['gillian-welch']
2311,A Movie For David Geffen,Al Aronowitz,The Blacklisted Journalist,1 July 1997,"['bob-neuwirth', 'thomas-jefferson-kaye']"
2312,"Nanci Griffith, the Crickets: Wiltern Theatre, Los Angeles CA",Marc Weingarten,Los Angeles Times,10 November 1997,"['crickets-the', 'nanci-griffith']"
2313,Garth Brooks: Sevens (Capitol) ***,Richard Cromelin,Los Angeles Times,23 November 1997,['garth-brooks']
2314,John Denver 1943-1997,Mark Kemp,Rolling Stone,27 November 1997,['john-denver']
2315,Steve Earle: El Corazon (E-Squared/Warner Bros.),Mark Rowland,Musician,December 1997,['steve-earle']
2316,"Lucinda Williams: The Fillmore, San Francisco CA",Will Hermes,Rolling Stone,11 December 1997,['lucinda-williams']
2317,Shania Twain: Come On Over ***,Chuck Eddy,Rolling Stone,11 December 1997,['shania-twain']
2318,"Dwight Yoakam: Billboard Live, Los Angeles CA",Marc Weingarten,Los Angeles Times,23 December 1997,['dwight-yoakam']
2319,An Everly Brother In Winter: Walkin' Right Back with Don Everly,Colin Escott,'Tattoed on their Tongues' (Schirmer),1998,"['don-everly', 'everly-brothers-the']"
2400,Interview: Willie Nelson,Sean O'Hagan,The Observer,31 May 1998,['willie-nelson']
2401,Tammy Wynette: First Lady Of Country,Fred Dellar,MOJO,June 1998,['tammy-wynette']
2402,Shania Twain,David Quantick,Q,July 1998,['shania-twain']
2403,Lucinda Williams: Lost in America,RJ Smith,Spin,July 1998,['lucinda-williams']
2404,Gram Parsons: The Good Ol’ Boy,Barney Hoskyns,MOJO,July 1998,['gram-parsons']
2405,Gillian Welch: Raising Cain,RJ Smith,The Village Voice,11 August 1998,['gillian-welch']
2406,Lucinda Williams: Car Wheels On A Gravel Road (Mercury 558 318-2),Johnny Black,Q,September 1998,['lucinda-williams']
2407,Back to Clinch Mountain: Ralph Stanley,Geoffrey Himes,Country Music,September 1998,['ralph-stanley']
2408,Gram Parsons: Another Country,Sean O'Hagan,The Guardian,12 September 1998,"['byrds-the', 'flying-burrito-brothers', 'international-submarine-band', 'gram-parsons']"
2409,"The Dixie Chicks: Roxy, Los Angeles CA",Marc Weingarten,Los Angeles Times,8 October 1998,['dixie-chicks-the']
2410,"""Alternative country is what punks play when they grow up...""",Tom Cox,The Guardian,16 October 1998,"['calexico', 'jayhawks-the', 'lambchop', 'gram-parsons', 'jim-white', 'neal-casal', 'golden-smog', 'hazeldine']"
2411,Lucinda Williams: Small town fireworks,Tom Cox,The Guardian,27 November 1998,['lucinda-williams']
2412,The Lone Star Spirit of Willie Nelson,Chris Smith,Performing Songwriter,December 1998,['willie-nelson']
2413,Hank Williams III: Grandpa Was A Honky-Tonker,Michael Azerrad,Rolling Stone,10 December 1998,['hank-williams-iii']
2414,Wynonna Judd: A Winding Country Road,Marc Weingarten,Los Angeles Times,4 March 1999,['wynonna-judd']
2415,Roger McGuinn Interview,Stephen K. Peeples,unpublished,2 April 1999,"['byrds-the', 'roger-mcguinn']"
2416,Kelly Willis: Well Traveled but Hopeful,Marc Weingarten,Los Angeles Times,4 April 1999,['kelly-willis']
2417,Just Walk Away: Kelly Willis' What I Deserve,RJ Smith,The Village Voice,13 April 1999,['kelly-willis']
2418,"Steve Earle And The Del McCoury Band:  Royal Festival Hall, London",Adam Sweeting,The Guardian,25 May 1999,"['steve-earle', 'del-mccoury-band-the']"
2419,The Long Way Around: Gram Parsons,Holly George-Warren,No Depression,July 1999,['gram-parsons']
2500,Dixie Chicks,Dorian Lynskey,Q,July 1999,['dixie-chicks-the']
2501,Townes Van Zandt: A Far Cry From Dead,Chris Smith,Performing Songwriter,15 July 1999,['townes-van-zandt']
2502,Dixie Chicks: Fly; Shedaisy: The Whole Shebang,Eric Weisbard,The Village Voice,15 September 1999,"['dixie-chicks-the', 'shedaisy']"
2503,Shelby Lynne: I Am Shelby Lynne (Mercury),Tom Cox,The Guardian,24 September 1999,['shelby-lynne']
2504,"Shelby Lynne: Embassy Rooms, London ****",Lucy O'Brien,The Guardian,27 October 1999,['shelby-lynne']
2505,Sally Timms: Cowboy Sally’s Twilight Laments ... for Lost Buckaroos,Eric Weisbard,The Village Voice,17 November 1999,['sally-timms']
2506,Dolly Parton,j. poet,Stereotype,2000,['dolly-parton']
2507,Glen Campbell,David Bennun,The Guardian,2000,['glen-campbell']
2508,Fiddling While the Old Barriers Burn,Tony Scherman,The New York Times,2 April 2000,['mark-oconnor']
2509,"Before Bluegrass, Bill Monroe Was Already a Star",Tony Scherman,The New York Times,July 2000,['bill-monroe']
2510,Allison Moorer: A simple tale of country folk,Nick Coleman,The Independent,21 July 2000,['allison-moorer']
2511,Johnny Cash: Love/God/Murder,Sylvie Simmons,MOJO,August 2000,['johnny-cash']
2512,Merle Haggard: Workin' Man Blues,RJ Smith,Spin,November 2000,['merle-haggard']
2513,George Strait,"Phil Hardy, Dave Laing",Faber Companion to 20th Century Popular Music,2001,['george-strait']
2514,Mickey Newbury,"Phil Hardy, Dave Laing",The |Faber Companion to 20th-Century Popular Music,2001,['mickey-newbury']
2515,Pure Prairie League,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['pure-prairie-league']
2516,Marvin Rainwater,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['marvin-rainwater']
2517,The Stanley Brothers,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['stanley-brothers-the']
2518,Ray Stevens,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['ray-stevens']
2519,Ray Price,"Phil Hardy, Dave Laing",The Faber Companion to 20th Century Popular Music,2001,['ray-price']
2600,Charley Pride,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['charley-pride']
2601,Webb Pierce,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['webb-pierce']
2602,Sandy Posey,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['sandy-posey']
2603,Ricky Skaggs,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['ricky-skaggs']
2604,John D. Loudermilk,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Later,2001,['john-d-loudermilk']
2605,Kathy Mattea,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['kathy-mattea']
2606,Crystal Gayle,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['crystal-gayle']
2607,Albert Lee,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['albert-lee']
2608,Jerry Jeff Walker,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['jerry-jeff-walker']
2609,The Amazing Rhythm Aces,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['amazing-rhythm-aces-the']
2610,Lynn Anderson,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['lynn-anderson']
2611,The Bellamy Brothers,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['bellamy-brothers-the']
2612,Bill Black,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['bill-black']
2613,The Eagles,"Phil Hardy, Dave Laing",The Faber Companion to 20th Century Popular Music,2001,['eagles-the']
2614,Roy Acuff,"Phil Hardy, Dave Laing",The Faber Companion to 20th Century Popular Music,2001,['roy-acuff']
2615,Mary Chapin Carpenter,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['mary-chapin-carpenter']
2616,Floyd Cramer,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['floyd-cramer']
2617,Mac Davis,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['mac-davis']
2618,Don Gibson,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['don-gibson']
2619,Tennessee Ernie Ford,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['tennessee-ernie-ford']
2700,John Hartford,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['john-hartford']
2701,Johnny Horton,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['johnny-horton']
2702,The Judds,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['judds-the']
2703,Deford Bailey,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['deford-bailey']
2704,Jerry Reed,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['jerry-reed']
2705,Ronnie Milsap,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['ronnie-milsap']
2706,Roger Miller,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['roger-miller']
2707,Buck Owens,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['buck-owens']
2708,Marty Robbins,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['marty-robbins']
2709,Jim Reeves,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['jim-reeves']
2710,Kenny Rogers,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['kenny-rogers']
2711,Don Williams,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['don-williams']
2712,Bob Wills,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['bob-wills--his-texas-playboys']
2713,Hank Williams Jr.,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['hank-williams-jr']
2714,Ernest Tubb,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['turner']
2715,Tanya Tucker,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['tanya-tucker']
2716,Randy Travis,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['randy-travis']
2717,Alabama,"Phil Hardy, Dave Laing",Faber Companion to 20th Century Popular Music,2001,['alabama']
2718,Merle Travis,"Phil Hardy, Dave Laing",The Faber Companion to 20th-Century Popular Music,2001,['merle-travis']
2719,Joe Ely,"Phil Hardy, Dave Laing",Faber Companion to 20th Century Popular Music,2001,['joe-ely']
2800,Tex Ritter,"Phil Hardy, Dave Laing",Faber Companion to 20th Century Popular Music,2001,['tex-ritter']
2801,Commander Cody,"Phil Hardy, Dave Laing",'Faber Companion to 20th Century Popular Music',2001,['commander-cody']
2802,Guy Mitchell,"Phil Hardy, Dave Laing",Faber Companion to 20th Century Popular Music,2001,['guy-mitchell']
2803,Owen Bradley,"Phil Hardy, Dave Laing",'Faber Companion to 20th Century Popular Music',2001,"['patsy-cline', 'brenda-lee', 'owen-bradley']"
2804,Hank Thompson,"Phil Hardy, Dave Laing",'Faber Companion to 20th Century Popular Music',2001,['hank-thompson']
2805,Pete Drake,"Phil Hardy, Dave Laing",'Faber Companion to 20th Century Popular Music',2001,['pete-drake']
2806,"Laura Cantrell: Vulnerable, minimalist Manhattan country",Colin Irwin,MOJO,March 2001,['laura-cantrell']
2807,An Exclusive Interview with Bob Johnston,Richard Younger,On the Tracks,March 2001,['bob-dylan']
2808,Country Music is Not Pretty: A User’s Guide to Robbie Fulks,Martin Colyer,Rock's Backpages,24 March 2001,['robbie-fulks']
2809,Alison Krauss + Union Station: New Favorite,Sid Griffin,MOJO,September 2001,['alison-krauss']
2811,Willie Nelson: The Great Divide,Pat Blashill,Rolling Stone,8 January 2002,['willie-nelson']
2812,"Waylon Jennings, 1937-2002",Dave Laing,The Guardian,15 February 2002,['waylon-jennings']
2813,Carla Bozulich: Cafe Club Fais Do-Do,Marc Weingarten,Los Angeles Times,3 April 2002,"['willie-nelson', 'carla-bozulich']"
2814,Willie Nelson’s Straight Story,Peter Murphy,Hot Press,23 July 2002,['willie-nelson']
2815,Let Me Touch You For A While: Alison Krauss Creates Intimacy Amongst the Disenfranchised,Holly Gleason,Rock's Backpages,16 September 2002,['alison-krauss']
2816,Steve Earle: The Dissent Of Man,Andy Gill,The Independent,20 September 2002,['steve-earle']
2817,"Nickel Creek: Memorial Hall, Sheffield",Dave Simpson,The Guardian,23 October 2002,['nickel-creek']
2818,"Dolly Parton: Bridgewater Hall, Manchester",Lisa Verrico,The Times,16 November 2002,['dolly-parton']
2819,Up! Is A Direction: Shania Twain’s New CD(s),Rick McGrath,Culture Court,December 2002,['shania-twain']
2900,Dwight Yoakam: Reprise Please Baby: The Warner Bros. Years,John Morthland,No Depression,31 December 2002,['dwight-yoakam']
2901,A Circle Still Unbroken: Doc Watson and the Nitty Gritty Dirt Band,Peter Stone Brown,Gadfly,Spring 2002,"['nitty-gritty-dirt-band-the', 'doc-watson', 'roy-acuff', 'merle-travis']"
2902,Willie Nelson: Stars & Guitars,Max Bell,Uncut,January 2003,['willie-nelson']
2903,Alison Krauss + Union Station: Live,Rob Hughes,Uncut,February 2003,['alison-krauss']
2904,"Johnny Paycheck, 1938-2003",Tony Russell,The Guardian,3 March 2003,['johnny-paycheck']
2905,Rosanne Cash: Rosanne's Rules,j. poet,Paste,15 June 2003,['rosanne-cash']
2906,Honky-Tonk Grande Dame: Loretta Lynn And Jack White On Country’s Favorite Daughter,Fred Mills,Detroit Metro Times,25 June 2003,"['loretta-lynn', 'white-stripes-the']"
2907,"June Carter Cash, 1929-2003",Sylvie Simmons,MOJO,July 2003,['june-carter-cash']
2908,Gillian Welch: The Girl With No Name,Toby Manning,The Word,August 2003,['gillian-welch']
2909,Gillian Welch: A Kind Of Bluegrass,Rob Hughes,Uncut,September 2003,['gillian-welch']
2910,"Farm Aid: Germain Amphitheater, Columbus, Ohio",Kandia Crazy Horse,PopMatters,23 September 2003,"['emmylou-harris', 'willie-nelson', 'neil-young']"
2911,The Dixie Chicks: Weapons Of Mass Destruction,Andria Lisle,MOJO,October 2003,['dixie-chicks-the']
2912,Wanda Jackson: She's About a Mover,Holly George-Warren,No Depression,31 October 2003,['wanda-jackson']
2913,"Gillian Welch and Dave Rawlings: Shepherd's Bush Empire, London",Gavin Martin,Uncut,November 2003,['gillian-welch']
2914,Angel of the South: Emmylou Harris,Sean O'Hagan,The Observer,2 November 2003,['emmylou-harris']
2915,"Johnny Cash, 1932-2003",Jon Wilde,Uncut,December 2003,['johnny-cash']
2916,"Emmylou Harris: ""How do you get to Carnegie Hall?""",David Hepworth,The Word,December 2003,['emmylou-harris']
2917,Willie Nelson At 70,Gene Santoro,'Highway 61 Revisited...',2004,['willie-nelson']
2918,Johnny Cash at San Quentin was my idea,Geoffrey Cannon,unpublished,2004,['johnny-cash']
2919,Mother's Pride: Various: Just Because I'm A Woman: Songs Of Dolly Parton ****,Phil Sutcliffe,MOJO,January 2004,['dolly-parton']
3000,The Last Great American — Johnny Cash: Unearthed (American),Mark Cooper,The Word,January 2004,['johnny-cash']
3001,Legends of Songwriting: Harlan Howard,Bill DeMain,Performing Songwriter,January 2004,['harlan-howard']
3002,Johnny Cash: Unearthed (American Recordings/Lost Highway),Jon Wilde,Uncut,January 2004,['johnny-cash']
3003,June Carter Cash: Wildwood Flower,Rob Hughes,Uncut,January 2004,['june-carter-cash']
3004,Hello Goodbye: Gene Parsons and the Byrds,Don Waller,MOJO,March 2004,['byrds-the']
3005,"Bernie Leadon: Still Flying, Without Eagles",Wayne Robins,The Bergen Record,April 2004,['bernie-leadon']
3006,Rodney Crowell: Fate's Right Hand (Sony/DMZ),Andria Lisle,MOJO,April 2004,['rodney-crowell']
3007,Steve Earle Gives New Meaning To The Expression 'Lifetime Achievement',Toby Manning,The Word,May 2004,['steve-earle']
3008,Mary Chapin Carpenter: The Essential Mary Chapin Carpenter,Andy Gill,Uncut,May 2004,['mary-chapin-carpenter']
3009,Johnny Cash: Life,Andy Gill,Uncut,May 2004,['johnny-cash']
3010,Loretta Lynn: Van Lear Rose,Rob Hughes,Uncut,June 2004,"['loretta-lynn', 'jack-white']"
3011,Parsons Lives in Film: Grand Theft opens in theaters tomorrow,Jason Cohen,Rolling Stone,17 June 2004,['gram-parsons']
3012,Various Artists: Stay All Night – Buddy Holly's Country Roots,Joe Nick Patoski,West Texas Roots,July 2004,['buddy-holly']
3013,"Burrito Deluxe: Borderline, London",Adam Sweeting,The Guardian,16 July 2004,['burrito-deluxe']
3014,"Gretchen Wilson: ""I'm a redneck and proud of it""",Adam Sweeting,Daily Telegraph,21 August 2004,['gretchen-wilson']
3015,Uncle Dave Macon: Keep My Skillet Good And Greasy (Bear Family),Tony Russell,Maverick,September 2004,['uncle-dave-macon']
3016,"Van Zandt's New ""Love""",Jason Cohen,Rolling Stone,23 September 2004,['townes-van-zandt']
3017,"Skeeter Davis, 1931-2004",Alan Clayson,The Guardian,1 October 2004,['skeeter-davis']
3018,Gillian Welch finds new audience with old-time Americana music,Graham Reid,The New Zealand Herald,31 October 2004,['gillian-welch']
3019,Johnny Cash: The Gunslinger,Sylvie Simmons,MOJO,November 2004,['johnny-cash']
3100,Johnny Cash's Concept Albums,Phil Sutcliffe,MOJO,November 2004,['johnny-cash']
3101,"Come On, Let's Go!: Elvis on the Hayride",Colin Escott,MOJO,December 2004,"['bill-monroe', 'elvis-presley', 'jim-reeves', 'slim-whitman']"
3102,Kasey Chambers: Wayward Angel,Andria Lisle,Tracks,December 2004,['kasey-chambers']
3104,Alison Krauss and Union Station: Lonely Runs Both Ways,Sylvie Simmons,MOJO,January 2005,['alison-krauss']
3105,"Martha Carson, 1921-2005",Alan Clayson,The Guardian,14 February 2005,['martha']
3106,David Allan Coe,Colin Escott,Hackmart/Shout Factory! Records,May 2005,['david-allan-coe']
3107,Charlie Poole: You Ain't Talkin' To Me: Charlie Poole And The Roots Of Country Music,Tony Russell,Maverick,May 2005,['charlie-poole']
3108,Elvis Costello with Emmylou Harris and the Imposters: Central Park SummerStage,Richard Gehr,The Village Voice,19 July 2005,"['elvis-costello', 'emmylou-harris']"
3109,Hayseed Dixie: Southern-Fried Metal,Dave Simpson,The Guardian,27 July 2005,['hayseed-dixie']
3110,Buck 65: Secret House Against the World,Dorian Lynskey,The Guardian,29 July 2005,['buck-65']
3111,"Keith Urban: Hammersmith Apollo, London",Tim Cooper,The Independent,19 October 2005,['keith-urban']
3112,Neil Young: Rebel without a pause,Robert Sandall,The Sunday Times,30 October 2005,['neil-young']
3113,The Beau Brummels: Bradley's Barn,Jon Savage,MOJO,November 2005,['beau-brummels-the']
3114,"Neil Young: Ryman Auditorium, Nashville",Sylvie Simmons,MOJO,November 2005,['neil-young']
3115,Taylor Swift: Taylor Swift (Big Machine) **** ½,Jeff Tamarkin,AllMusic.com,2006,['taylor-swift']
3116,Rosanne Cash:  Black Cadillac (Capitol),Mark Mordue,Neumu,January 2006,['rosanne-cash']
3117,Rosanne Cash: Family Ties,Simon Garfield,The Observer,5 February 2006,['rosanne-cash']
3118,"James Talley: Got No Bread, No Milk, No Money, But We Sure Got A Lot Of Love",John Morthland,No Depression,28 February 2006,['james-talley']
3119,Merle Haggard: Swing Me Back Home,Eric Weisbard,The Village Voice,2 March 2006,['merle-haggard']
3201,Hank Williams III: It's country but not as we know it,Angus Batey,Daily Telegraph,16 March 2006,['hank-williams-iii']
3202,"Cortney Tidwell: ICA, SW1",Stephen Dalton,The Times,16 May 2006,['cortney-tidwell']
3203,Dixie Chicks: How The Chicks Survived Their Scrap With Bush,Adam Sweeting,Daily Telegraph,15 June 2006,['dixie-chicks-the']
3204,George Jones: Keeping Up With Jones,Joe Nick Patoski,AARP The Magazine,July 2006,['george-jones']
3205,Carrie Underwood: An Interview,Alan Light,MSN.com,July 2006,['carrie-underwood']
3206,Bob Wills & His Texas Playboys: Legends Of Country Music (Bear Family),John Morthland,No Depression,31 August 2006,['bob-wills--his-texas-playboys']
3207,The Fall and Rise of Blaze Foley,Joe Nick Patoski,No Depression,September 2006,['blaze-foley']
3208,Jerry Lee Lewis: PBS-TV Special,John Broven,Now Dig This,November 2006,['jerry-lee-lewis']
3209,"John Phillips: John Phillips (John, The Wolfking of L.A.)",Mick Houghton,Uncut,November 2006,['john-phillips']
3210,The Byrds: There Is A Season,Jon Savage,MOJO,November 2006,['byrds-the']
3211,"Dixie Chicks: United Centre, Chicago",Bob Mehr,MOJO,November 2006,['dixie-chicks-the']
3212,"Buddy Killen, 1932-2006: Nashville record man and music publisher",John Broven,Now Dig This,December 2006,['joe-tex']
3213,The Dixie Chicks: The Playboy Interview,Alan Light,Playboy,December 2006,['dixie-chicks-the']
3214,Mystery Girl: The Forgotten Artistry of Bobbie Gentry,Holly George-Warren,'Listen Again' (Duke University Press),2007,['bobbie-gentry']
3215,Bobby Bare: A Bird Named Yesterday/Talk Me Some Sense/Down & Dirty... Plus,Fred Dellar,MOJO,February 2007,['bobby-bare']
3216,"Sneaky Pete Kleinow, 1934-2007",Andy Gill,The Word,March 2007,['flying-burrito-brothers']
3217,"Solomon Burke: No. 1, at last",Gene Santoro,New York Daily News,2 March 2007,['solomon-burke']
3218,Dennis Linde,Mick Houghton,MOJO,April 2007,['dennis-linde']
3219,Mickey Gilley: Too Good To Stop: Greatest Hits 1974-1985,John Morthland,No Depression,30 April 2007,['mickey-gilley']
3300,"Lyle Lovett/Joe Ely/Guy Clark/John Hiatt: State Theatre, Cleveland",Holly Gleason,No Depression,30 April 2007,"['guy-clark', 'joe-ely', 'john-hiatt', 'lyle-lovett']"
3301,Emmylou Harris on Songbird,Alan Light,MSN.com,August 2007,['emmylou-harris']
3302,Lori McKenna: Dreams of an Everyday Housewife,Holly Gleason,No Depression,31 August 2007,['lori-mckenna']
3303,The Flying Burrito Brothers: Gram Parsons Archives Vol 1 – Flying Burrito Brothers Live At The Avalon 1969,Bud Scoppa,Uncut,September 2007,['flying-burrito-brothers']
3304,Emmylou Harris: Songbird – Rare Tracks and Forgotten Gems (Rhino),Kandia Crazy Horse,San Francisco Bay Guardian,3 October 2007,['emmylou-harris']
3305,Country's Soul: The Music Of The Late Arthur Alexander Still Provides A Living Link Between Hillbilly Twang And R&B,Geoffrey Himes,Baltimore City Paper,31 October 2007,['arthur-alexander']
3306,Robert Plant and Alison Krauss: Raising Sand,Kate Mossman,The Word,November 2007,['robert-plant-and-alison-krauss']
3307,"The Eagles: Indigo2, London",Adam Sweeting,Daily Telegraph,1 November 2007,['eagles-the']
3308,Eagles: Long Road Out Of Eden (Universal),Max Bell,Classic Rock,December 2007,['eagles-the']
3309,The Eagles: Long Road Out Of Eden,Bud Scoppa,Uncut,December 2007,['eagles-the']
3311,"Brandi Carlile: Borderline, London",Tim Cooper,The Independent,18 December 2007,['brandi-carlile']
3312,The Second Coming of k.d. lang,Robert Sandall,The Sunday Times,13 January 2008,['kd-lang']
3313,Carrie Underwood/Miranda Lambert: Blonde Ambition,Geoffrey Himes,Nashville Scene,24 January 2008,"['miranda-lambert', 'carrie-underwood']"
3314,"Daydream Believer: John Stewart, 1939-2008",Michael Simmons,Huffington Post,21 February 2008,['john-stewart']
3315,"John Anderson: Just Came Home To Count The Memories/All The People Are Talkin'/Eye Of A Hurricane/Tokyo, Oklahoma/Countrified",John Morthland,No Depression,29 February 2008,['john-anderson']
3316,Dolly Parton: Backwoods Barbie **½,Mark Kemp,Rolling Stone Online,6 March 2008,['dolly-parton']
3317,Willie Nelson: One Hell Of A Ride,John Morthland,No Depression,30 April 2008,['willie-nelson']
3318,"Warmth, Wonder and Wisdom: Dolly Parton, O2 Arena, London",Jude Rogers,New Statesman,17 July 2008,['dolly-parton']
3319,George Jones: The Grand Tour,Andrew Mueller,Uncut,October 2008,['george-jones']
3400,Go your own way: Hank Williams and his progeny,Angus Batey,The Guardian,24 October 2008,"['hank-williams', 'hank-williams-jr', 'hank-williams-iii']"
3401,Lucinda Williams: Little Honey (Lost Highway),Graeme Thomson,The Word,November 2008,['lucinda-williams']
3402,J.D. Souther comes back,Bill Holdship,Detroit Metro Times,5 November 2008,['j-d-souther']
3403,Meet… John Wheeler,John Lewis,Hotline,January 2009,['hayseed-dixie']
3404,Lucinda Williams: Album By Album,Andrew Mueller,Uncut,January 2009,['lucinda-williams']
3405,Clover: The Sound City Sessions – 1975,Terry Staunton,Record Collector,February 2009,['clover']
3406,Chris Darrow's Kaleidoscopic Vision,Michael Simmons,L.A. Weekly,25 February 2009,"['kaleidoscope', 'chris-darrow']"
3407,The Louvin Brothers,Andrew Mueller,Uncut,March 2009,['louvin-brothers-the']
3408,Ernest R Stoneman: The Unsung Father Of Country Music 1925-1934,Tony Burke,Blues & Rhythm,March 2009,['ernest-stoneman']
3409,"Taylor Swift, Sugarland et al: Far From The Old Country Music",Nick Hasted,The Independent,13 March 2009,"['taylor-swift', 'sugarland']"
3410,Merle Haggard Stands Tall,Joel Selvin,San Francisco Chronicle,29 March 2009,['merle-haggard']
3411,Steve Earle: Townes (New West),Roy Trakin,SonicBoomers.com,29 May 2009,"['steve-earle', 'townes-van-zandt']"
3412,"The Eagles: NIA, Birmingham",Stephen Dalton,The Times,July 2009,['eagles-the']
3413,Out of the blue: Neil Young's archives,Kandia Crazy Horse,San Francisco Bay Guardian,7 July 2009,['neil-young']
3414,Alison Krauss: An Interview,Paul Sexton,Daily Telegraph,22 July 2009,['alison-krauss']
3415,The Jayhawks: Music From The North Country – The Jayhawks Anthology,Rob Hughes,Uncut,September 2009,['jayhawks-the']
3416,Monsters of Folk: Monsters Of Folk,Bud Scoppa,Uncut,October 2009,['monsters-of-folk']
3417,"Taylor Swift: Wembley Arena, London",Kate Mossman,The Word,10 February 2010,['taylor-swift']
3418,In the Whispering Pines,Kandia Crazy Horse,San Francisco Bay Guardian,25 February 2010,"['valerie-june', 'whispering-pines']"
