id,title,author,source,date,subjects,topic,type,href
c1503,"Rosanne Cash: Wax Museum, Baltimore MA",Geoffrey Himes,Baltimore Sun,22 October 1982,['rosanne-cash'],country,Live Review,/Library/SearchLinkRedirect?folder=rosanne-cash-wax-museum-baltimore-ma
c1504,"Charley Pride: Painters Mill Star Theatre, Owings Mills MD",Geoffrey Himes,Baltimore Sun,8 November 1982,['charley-pride'],country,Live Review,/Library/SearchLinkRedirect?folder=charley-pride-painters-mill-star-theatre-owings-mills-md
c1505,Marty Robbins: Country Dude of Nashville,Mary Harron,The Guardian,10 December 1982,['marty-robbins'],country,Obituary,/Library/SearchLinkRedirect?folder=marty-robbins-country-dude-of-nashville
c1506,"Rank And File/Del Fuegos: Inn-Square Bar, Boston",Jim Sullivan,The Boston Globe,15 December 1982,"['rank-and-file', 'del-fuegos-the']",country,Live Review,/Library/SearchLinkRedirect?folder=rank-and-filedel-fuegos-inn-square-bar-boston
c1507,"Rank And File: The Music Machine, Los Angeles CA",Mark Leviton,Music Connection,17 February 1983,['rank-and-file'],country,Live Review,/Library/SearchLinkRedirect?folder=rank-and-file-the-music-machine-los-angeles-ca
c1508,"Willie Nelson: Capital Centre, Landover MA",Geoffrey Himes,Baltimore Sun,16 March 1983,['willie-nelson'],country,Live Review,/Library/SearchLinkRedirect?folder=willie-nelson-capital-centre-landover-ma
c1509,"Dolly Parton: Ask a Dirty Question, and you Don't Get Any Answers",Mary Harron,The Guardian,29 March 1983,['dolly-parton'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=dolly-parton-ask-a-dirty-question-and-you-dont-get-any-answers
c1510,"Dolly Parton: Dominion Theatre, London",Mary Harron,The Guardian,29 March 1983,['dolly-parton'],country,Live Review,/Library/SearchLinkRedirect?folder=dolly-parton-dominion-theatre-london
c1511,"Tammy Wynette: Wembley Conference Centre, London",Don Watson,New Musical Express,16 April 1983,"['matchbox', 'tammy-wynette']",country,Live Review,/Library/SearchLinkRedirect?folder=tammy-wynette-wembley-conference-centre-london
c1512,"Waylon Jennings: Hammersmith Odeon, London",Barney Hoskyns,New Musical Express,29 October 1983,['waylon-jennings'],country,Live Review,/Library/SearchLinkRedirect?folder=waylon-jennings-hammersmith-odeon-london
c1513,Unsung Heroes of Rock 'n' Roll: Wanda Jackson — Unlaced By The Lord,Nick Tosches,Creem,February 1984,['wanda-jackson'],country,Retrospective,/Library/SearchLinkRedirect?folder=unsung-heroes-of-rock-n-roll-wanda-jackson--unlaced-by-the-lord
c1514,"Pogues, Boothill Foot Tappers: Mean Fiddler, Harlesden",Colin Irwin,Melody Maker,4 August 1984,"['pogues-the', 'boothill-foot-tappers-the']",country,Live Review,/Library/SearchLinkRedirect?folder=pogues-boothill-foot-tappers-mean-fiddler-harlesden
c1515,Neil Young,Jim Sullivan,The Boston Globe,6 September 1984,['neil-young'],country,Interview,/Library/SearchLinkRedirect?folder=neil-young
c1516,Dwight Yoakam: Local Yoakam,Bill Bentley,L.A. Weekly,22 November 1984,['dwight-yoakam'],country,Interview,/Library/SearchLinkRedirect?folder=dwight-yoakam-local-yoakam
c1517,The Voice Squad,Barney Hoskyns,New Musical Express,12 January 1985,"['bobby-blue-bland', 'james-brown', 'burning-spear', 'drifters-the', 'al-green', 'billie-holiday', 'robert-johnson', 'george-jones', 'janis-joplin', 'joy-division', 'little-anthony-and-the-imperials', 'michael-mcdonald', 'van-morrison', 'aaron-neville', 'otis-redding', 'smokey-robinson', 'nina-simone', 'frank-sinatra', 'bettye-swann', 'ted-taylor', 'ov-wright', 'linda-jones', 'horace-andy', 'tyrone-davis']",country,Overview,/Library/SearchLinkRedirect?folder=the-voice-squad
c1518,Of Mums & Grammys: The Judds,Cynthia Rose,New Musical Express,20 April 1985,['judds-the'],country,Interview,/Library/SearchLinkRedirect?folder=of-mums--grammys-the-judds
c1519,"Ricky Skaggs: Dominion Theatre, London",Mick Brown,The Guardian,20 May 1985,['ricky-skaggs'],country,Live Review,/Library/SearchLinkRedirect?folder=ricky-skaggs-dominion-theatre-london
c1600,The Judds: That John Deere Factor,Cynthia Rose,Creem,July 1985,['judds-the'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=the-judds-that-john-deere-factor
c1601,Jerry Lee Lewis: No Sinner Like An Old 'Un,Jim Sullivan,New Musical Express,14 September 1985,['jerry-lee-lewis'],country,Interview,/Library/SearchLinkRedirect?folder=jerry-lee-lewis-no-sinner-like-an-old-un
c1602,AUDIO: Townes Van Zandt (1986),Holger Petersen,Rock's Backpages Audio,4 January 1986,['townes-van-zandt'],country,Audio transcript of interview,/Library/SearchLinkRedirect?folder=audio-townes-van-zandt-1986-
c1603,Rosanne Cash: No Cash Down,Laura Fissinger,Creem,February 1986,['rosanne-cash'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=rosanne-cash-no-cash-down
c1604,The Judds: Rockin' with the Rhythm (RCA); Rosanne Cash: Rhythm and Romance (CBS); George Strait: Something Special (MCA),Max Bell,The Times,1 March 1986,"['rosanne-cash', 'judds-the', 'george-strait']",country,Review,/Library/SearchLinkRedirect?folder=the-judds-irockin-with-the-rhythmi-rca-rosanne-cash-irhythm-and-romancei-cbs-george-strait-isomething-speciali-mca
c1605,"Records by Prince, The Judds et al",Mary Harron,The Observer,16 March 1986,"['william-bell', 'judds-the', 'dolly-parton', 'prince', 'smokey-robinson', 'david-thomas', 'matt-bianco']",country,Review,/Library/SearchLinkRedirect?folder=records-by-prince-the-judds-iet-ali
c1606,"Dwight Yoakam: the Roxy, Los Angeles CA",Richard Cromelin,Los Angeles Times,20 March 1986,['dwight-yoakam'],country,Live Review,/Library/SearchLinkRedirect?folder=dwight-yoakam-the-roxy-los-angeles-ca
c1607,"George Jones: Wembley Arena Country Festival, London",Sean O'Hagan,New Musical Express,12 April 1986,['george-jones'],country,Live Review,/Library/SearchLinkRedirect?folder=george-jones-wembley-arena-country-festival-london
c1608,"The Johnny Cash Show: Country Festival, Wembley Arena, London",Fred Dellar,New Musical Express,12 April 1986,['johnny-cash'],country,Live Review,/Library/SearchLinkRedirect?folder=the-johnny-cash-show-country-festival-wembley-arena-london
c1609,"Dwight Yoakam: Guitars, Cadillacs, Etc., Etc. (Reprise)",Jon Young,Musician,May 1986,['dwight-yoakam'],country,Review,/Library/SearchLinkRedirect?folder=dwight-yoakam-iguitars-cadillacs-etc-etci-reprise
c1610,Lost Highway,RJ Smith,High Fidelity,July 1986,"['eugene-chadbourne', 'bill-frisell', 'mekons-the', 'dwight-yoakam', 'george-strait', 'hasil-adkins']",country,Essay,/Library/SearchLinkRedirect?folder=lost-highway
c1611,Dwight Yoakam: The Dwight Stuff,Jon Wilde,Sounds,6 September 1986,['dwight-yoakam'],country,Interview,/Library/SearchLinkRedirect?folder=dwight-yoakam-the-dwight-stuff
c1612,Steve Earle: Guitar Town (MCA); George Strait: #7 (MCA),Barney Hoskyns,New Musical Express,13 September 1986,"['steve-earle', 'george-strait']",country,Review,/Library/SearchLinkRedirect?folder=steve-earle-iguitar-towni-mca-george-strait-i7i-mca
c1613,Randy Travis: Storms Of Life (Warner Bros.),Davitt Sigerson,Rolling Stone,25 September 1986,['randy-travis'],country,Review,/Library/SearchLinkRedirect?folder=randy-travis-istorms-of-lifei-warner-bros
c1614,Alive and Kickin',Rob Tannenbaum,Rolling Stone,18 December 1986,"['rodney-crowell', 'steve-earle', 'emmylou-harris', 'judds-the', 'lyle-lovett', 'ricky-skaggs', 'randy-travis', 'dwight-yoakam', 'george-strait', 'john-anderson', 'patty-loveless', 'reba-mcentire']",country,Report and Interview,/Library/SearchLinkRedirect?folder=alive-and-kickin
c1615,"The Judds: Palladium, London",Adam Sweeting,The Guardian,3 February 1987,['judds-the'],country,Live Review,/Library/SearchLinkRedirect?folder=the-judds-palladium-london-3
c1616,"The Judds: Palladium, London",Hugh Fielder,Sounds,14 February 1987,['judds-the'],country,Live Review,/Library/SearchLinkRedirect?folder=the-judds-palladium-london-2
c1617,"Lone Justice: The Palace, Hollywood CA",Dave DiMartino,Billboard,28 February 1987,['lone-justice'],country,Live Review,/Library/SearchLinkRedirect?folder=lone-justice-the-palace-hollywood-ca
c1618,New Country: Banjoing the Roy Rogers Image,Adam Sweeting,The Guardian,27 March 1987,"['nanci-griffith', 'lyle-lovett', 'ricky-skaggs', 'randy-travis']",country,Report and Interview,/Library/SearchLinkRedirect?folder=new-country-banjoing-the-roy-rogers-image
c1619,The Judds: Family Ties,Laura Fissinger,Rolling Stone,2 July 1987,['judds-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-judds-family-ties
c1700,The Judds: Harmonious Relations,Robin Katz,Over 21,21 August 1987,['judds-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-judds-harmonious-relations
c1701,T. Graham Brown: Like It Used To Be,Jon Savage,The Observer,30 August 1987,['t-graham-brown'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=t-graham-brown-like-it-used-to-be
c1702,Johnny Cash: Peterborough Country Music Festival,Bob Stanley,New Musical Express,12 September 1987,['johnny-cash'],country,Live Review,/Library/SearchLinkRedirect?folder=johnny-cash-peterborough-country-music-festival
c1703,The Long Ryders: Bye Bye Byrdie,Jeff Tamarkin,Creem,October 1987,['long-ryders-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-long-ryders-bye-bye-byrdie
c1704,"George Jones, Ricky Van Shelton, Rosie Flores: Greek Theatre, Los Angeles CA",Don Waller,Los Angeles Times,2 November 1987,"['george-jones', 'rosie-flores', 'ricky-van-shelton']",country,Live Review,/Library/SearchLinkRedirect?folder=george-jones-ricky-van-shelton-rosie-flores-greek-theatre-los-angeles-ca
c1705,The Proclaimers: Right-on in Auchtermuchty,Adam Sweeting,The Guardian,13 November 1987,['proclaimers-the'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=the-proclaimers-right-on-in-auchtermuchty
c1706,Reba McEntire: The Last One To Know (MCA),Rob Tannenbaum,Rolling Stone,3 December 1987,['reba-mcentire'],country,Review,/Library/SearchLinkRedirect?folder=reba-mcentire-ithe-last-one-to-knowi-mca
c1707,Rosie Flores: Rosie Flores (Reprise),Laura Fissinger,Rolling Stone,3 December 1987,['rosie-vela'],country,Review,/Library/SearchLinkRedirect?folder=rosie-flores-irosie-floresi-reprise
c1708,Steve Earle: Sweet success for one of country's new voices,Jim Sullivan,The Boston Globe,17 December 1987,['steve-earle'],country,Interview,/Library/SearchLinkRedirect?folder=steve-earle-sweet-success-for-one-of-countrys-new-voices
c1709,The New Nashville,Laura Fissinger,New York Daily News,20 December 1987,"['steve-earle', 'randy-travis', 'will-rambeaux']",country,Report,/Library/SearchLinkRedirect?folder=the-new-nashville
c1710,Lyle Lovett: Lovett and Leave It,Adam Sweeting,The Guardian,4 March 1988,['lyle-lovett'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=lyle-lovett-lovett-and-leave-it
c1711,"Nanci Griffith: The Acoustic Room, The Mean Fiddler, Harlesden",Ken Hunt,Folk Roots,April 1988,['nanci-griffith'],country,Live Review,/Library/SearchLinkRedirect?folder=nanci-griffith-the-acoustic-room-the-mean-fiddler-harlesden
c1712,Terry Allen: Lubbock (On Everything) (Special Delivery SPT 1007/8),Ken Hunt,Folk Roots,April 1988,['terry-allen'],country,Review,/Library/SearchLinkRedirect?folder=terry-allen-ilubbock-on-everythingi-special-delivery-spt-10078
c1713,Lyle Lovett: Pontiac (MCA),Holly Gleason,Musician,April 1988,['lyle-lovett'],country,Review,/Library/SearchLinkRedirect?folder=lyle-lovett-ipontiaci-mca
c1714,Nanci Griffith: Country Rose of Texas,Adam Sweeting,The Guardian,29 April 1988,['nanci-griffith'],country,Interview,/Library/SearchLinkRedirect?folder=nanci-griffith-country-rose-of-texas
c1715,"Willie Nelson: Merriweather Post Pavilion, Baltimore MD",Geoffrey Himes,"Evening Sun (Baltimore), The ",27 May 1988,['willie-nelson'],country,Live Review,/Library/SearchLinkRedirect?folder=willie-nelson-merriweather-post-pavilion-baltimore-md
c1716,Merle Haggard: Chill Factor (Epic),Amy Linden,Spin,June 1988,['merle-haggard'],country,Review,/Library/SearchLinkRedirect?folder=merle-haggard-ichill-factori-epic
c1717,k.d. lang: Shadowland (Sire WX17LP/Cass/CD),Mark Cooper,Q,June 1988,['kd-lang'],country,Review,/Library/SearchLinkRedirect?folder=kd-lang-ishadowlandi-sire-wx17lpcasscd
c1718,Johnny Cash: A Little Farther... Down The Line,J. Kordosh,Creem,June 1988,['johnny-cash'],country,Interview,/Library/SearchLinkRedirect?folder=johnny-cash-a-little-farther-down-the-line
c1719,Producer Pete Anderson Leads Calif.'s Gold Rush,Holly Gleason,Billboard,16 July 1988,"['michelle-shocked', 'dwight-yoakam', 'rosie-flores', 'george-highfill']",country,Report and Interview,/Library/SearchLinkRedirect?folder=producer-pete-anderson-leads-califs-gold-rush
c1800,Dwight Yoakam: Buenas Noches From A Lonely Room (Reprise 925 749-1/CD) ****½,Paul Elliott,Sounds,6 August 1988,['dwight-yoakam'],country,Review,/Library/SearchLinkRedirect?folder=dwight-yoakam-ibuenas-noches-from-a-lonely-roomi-reprise-925-749-1cd-
c1801,Merle Haggard: Long Gone Train,Holly Gleason,Spin,September 1988,['merle-haggard'],country,Interview,/Library/SearchLinkRedirect?folder=merle-haggard-long-gone-train
c1802,Drawling — Dwight Yoakam: Buenas Noches From A Lonely Room (Reprise WX 193 LP/Cass/CD),David Sinclair,Q,September 1988,['dwight-yoakam'],country,Review,/Library/SearchLinkRedirect?folder=drawling--dwight-yoakam-ibuenas-noches-from-a-lonely-roomi-reprise-wx-193-lpcasscd
c1803,Hank Williams Jr: Wild Streak (WEA 925 725-1/CD)***,Ralph Traitor,Sounds,1 October 1988,['hank-williams-jr'],country,Review,/Library/SearchLinkRedirect?folder=hank-williams-jr-iwild-streaki-wea-925-725-1cd
c1804,K.T. Oslin: This Woman (RCA LP/Cassette/CD),Michele Kirsch,New Musical Express,17 December 1988,['kt-oslin'],country,Review,/Library/SearchLinkRedirect?folder=kt-oslin-ithis-womani-rca-lpcassettecd
c1805,Steve Earle: Copperhead Road (Uni) *** ½,Rob Tannenbaum,Rolling Stone,26 January 1989,['steve-earle'],country,Review,/Library/SearchLinkRedirect?folder=steve-earle-icopperhead-roadi-uni--
c1806,Lyle Lovett: Lyle Lovett and His Large Band (MCA/Curb) ****,Holly Gleason,Rolling Stone,9 February 1989,['lyle-lovett'],country,Review,/Library/SearchLinkRedirect?folder=lyle-lovett-ilyle-lovett-and-his-large-bandi-mcacurb-
c1807,The Judds: Kentucky dreamers,Adam Sweeting,The Guardian,10 February 1989,['judds-the'],country,Interview,/Library/SearchLinkRedirect?folder=the-judds-kentucky-dreamers
c1808,Cowboy troubadour: Ian Tyson is riding high again,Nicholas Jennings,Maclean's,13 February 1989,['ian-tyson'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=cowboy-troubadour-ian-tyson-is-riding-high-again
c1809,"The Judds: Dominion, London",Michele Kirsch,New Musical Express,18 February 1989,['judds-the'],country,Live Review,/Library/SearchLinkRedirect?folder=the-judds-dominion-london
c1810,Guy Clark: Old Friends (Sugar Hill) ***½,Holly Gleason,Rolling Stone,9 March 1989,['guy-clark'],country,Review,/Library/SearchLinkRedirect?folder=guy-clark-iold-friendsi-sugar-hill-
c1811,Buck Owens: Myths of the honky-tonker,David Toop,The Times,25 March 1989,['buck-owens'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=buck-owens-myths-of-the-honky-tonker
c1812,"Cowboy Junkies: Royal Festival Hall, London",Adam Sweeting,The Guardian,27 March 1989,['cowboy-junkies'],country,Live Review,/Library/SearchLinkRedirect?folder=cowboy-junkies-royal-festival-hall-london
c1813,"Lucinda Williams: Mean Fiddler, London",Mark Cooper,The Guardian,5 May 1989,['lucinda-williams'],country,Live Review,/Library/SearchLinkRedirect?folder=lucinda-williams-mean-fiddler-london
c1814,Johnny Cash: Southern Comfort,Adam Sweeting,The Guardian,12 May 1989,['johnny-cash'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=johnny-cash-southern-comfort
c1815,Lucinda Williams: Walking The Line,Sean O'Hagan,New Musical Express,20 May 1989,['lucinda-williams'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=lucinda-williams-walking-the-line
c1816,Dolly Parton: White Limozeen (CBS),Caroline Sullivan,Melody Maker,29 July 1989,['dolly-parton'],country,Review,/Library/SearchLinkRedirect?folder=dolly-parton-iwhite-limozeeni-cbs
c1817,"Randy Travis, K.T. Oslin: Universal Amphitheatre, Los Angeles CA",Richard Cromelin,Los Angeles Times,10 August 1989,"['randy-travis', 'kt-oslin']",country,Live Review,/Library/SearchLinkRedirect?folder=randy-travis-kt-oslin-universal-amphitheatre-los-angeles-ca
c1818,"George Jones, Loretta Lynn: Merriweather Post Pavilion, Baltimore MA",Geoffrey Himes,"Evening Sun (Baltimore), The ",14 August 1989,"['george-jones', 'loretta-lynn']",country,Live Review,/Library/SearchLinkRedirect?folder=george-jones-loretta-lynn-merriweather-post-pavilion-baltimore-ma
c1819,Clint Black: Killin' Time (MCA) ***½,Holly Gleason,Rolling Stone,24 August 1989,['clint-black'],country,Review,/Library/SearchLinkRedirect?folder=clint-black-ikillin-timei-mca-
c1900,The Flatlanders: More a Legend Than a Band,Colin Escott,Rhino Records,1990,['flatlanders-the'],country,Sleevenotes,/Library/SearchLinkRedirect?folder=the-flatlanders-more-a-legend-than-a-band
c1901,Butch Hancock: Own & Own (Demon LP/Cassette/CD),Michele Kirsch,New Musical Express,6 January 1990,['butch-hancock'],country,Review,/Library/SearchLinkRedirect?folder=butch-hancock-iown--owni-demon-lpcassettecd
c1902,"k.d. lang: Painters Mill Music Fair, Owings Mills MD",Geoffrey Himes,"Evening Sun (Baltimore), The ",15 February 1990,['kd-lang'],country,Live Review,/Library/SearchLinkRedirect?folder=kd-lang-painters-mill-music-fair-owings-mills-md
c1903,"Willie Nelson, Mary Chapin Carpenter, Kimmie Rhodes, Katy Moffatt: Wembley Arena, London",Adam Sweeting,The Guardian,18 April 1990,"['mary-chapin-carpenter', 'willie-nelson', 'katy-moffatt', 'kimmie-rhodes']",country,Live Review,/Library/SearchLinkRedirect?folder=willie-nelson-mary-chapin-carpenter-kimmie-rhodes-katy-moffatt-wembley-arena-london
c1904,Kris Kristofferson Meets The Cowboy Junkies: Country Music On The Morning After,Fred Schruers,Musician,June 1990,"['cowboy-junkies', 'kris-kristofferson']",country,Interview,/Library/SearchLinkRedirect?folder=kris-kristofferson-meets-the-cowboy-junkies-country-music-on-the-morning-after
c1905,Travis Tritt: Hillbilly Rock,Holly Gleason,Hits,9 July 1990,['travis-tritt'],country,Interview,/Library/SearchLinkRedirect?folder=travis-tritt-hillbilly-rock
c1906,"Steve Earle & The Dukes: Town And Country Club, London",Paul Elliott,Sounds,22 September 1990,['steve-earle'],country,Live Review,/Library/SearchLinkRedirect?folder=steve-earle--the-dukes-town-and-country-club-london
c1907,"Steve Earle: Town And Country Club, London ****",Howard Johnson,Kerrang!,29 September 1990,['steve-earle'],country,Live Review,/Library/SearchLinkRedirect?folder=steve-earle-town-and-country-club-london-
c1908,Steve Earle Does It the Hard Way,Mark Rowland,Musician,October 1990,['steve-earle'],country,Interview,/Library/SearchLinkRedirect?folder=steve-earle-does-it-the-hard-way
c1909,Randy Travis: Heroes & Friends (Warner Bros 75992631),Mat Snow,Q,November 1990,['randy-travis'],country,Review,/Library/SearchLinkRedirect?folder=randy-travis-iheroes--friendsi-warner-bros-75992631
c1910,The Judds: Love Can Build A Bridge (BMG 90531),Phil Sutcliffe,Q,November 1990,['judds-the'],country,Review,/Library/SearchLinkRedirect?folder=the-judds-ilove-can-build-a-bridgei-bmg-90531
c1911,Rosanne Cash: Interiors (Columbia),Amy Linden,Spin,January 1991,['rosanne-cash'],country,Review,/Library/SearchLinkRedirect?folder=rosanne-cash-iinteriorsi-columbia
c1912,Joe Ely: Ely Rider,Gavin Martin,Vox,February 1991,['joe-ely'],country,Interview,/Library/SearchLinkRedirect?folder=joe-ely-ely-rider
c1913,Johnny Cash: Pills'n'Thrills And Bellyaches,Mark Cooper,Q,June 1991,['johnny-cash'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=johnny-cash-pillsnthrills-and-bellyaches
c1914,Kentucky Headhunters: Hard-Rock Hoedown,John Swenson,Rolling Stone,19 September 1991,['kentucky-headhunters'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=kentucky-headhunters-hard-rock-hoedown
c1915,Garth Brooks: Ropin' the Wind (Capitol CDESTU 2162),David Sinclair,The Times,5 February 1992,['garth-brooks'],country,Review,/Library/SearchLinkRedirect?folder=garth-brooks-iropin-the-windi-capitol-cdestu-2162
c1916,k.d. lang: Ingénue (WEA 26840),Max Bell,Vox,April 1992,['kd-lang'],country,Review,/Library/SearchLinkRedirect?folder=kd-lang-iingnuei-wea-26840
c1917,Country's New Gold Rush,Rob Tannenbaum,Rolling Stone,16 April 1992,['garth-brooks'],country,Report and Interview,/Library/SearchLinkRedirect?folder=countrys-new-gold-rush
c1918,Building Better Bridges: Charlie Rich in jazz country,Alan di Perna,Musician,May 1992,['charlie-rich'],country,Interview,/Library/SearchLinkRedirect?folder=building-better-bridges-charlie-rich-in-jazz-country
c1919,"Lyle Lovett: Roxy, Los Angeles CA",Richard Cromelin,Los Angeles Times,14 May 1992,['lyle-lovett'],country,Live Review,/Library/SearchLinkRedirect?folder=lyle-lovett-roxy-los-angeles-ca
c2000,Modern Lovers: The Rockingbirds, Push,Melody Maker,30 May 1992,['rockingbirds-the'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=modern-lovers-the-rockingbirds
c2001,"Lyle Lovett & his Large Band: Hammersmith Odeon, London",David Sinclair,The Times,16 June 1992,['lyle-lovett'],country,Live Review,/Library/SearchLinkRedirect?folder=lyle-lovett--his-large-band-hammersmith-odeon-london
c2002,Billy Ray Cyrus: The Man Who Would Be King of Country,Rob Tannenbaum,Rolling Stone,6 August 1992,['billy-ray-cyrus'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=billy-ray-cyrus-the-man-who-would-be-king-of-country
c2003,Jerry Donahue: Taking Tele 'Round The Bend,Alan di Perna,Musician,September 1992,['jerry-donahue'],country,Interview,/Library/SearchLinkRedirect?folder=jerry-donahue-taking-tele-round-the-bend
c2004,"Clint Black: Gone Hollywood? ""I Don't Worry About It""",Richard Cromelin,Los Angeles Times,17 September 1992,['clint-black'],country,Interview,/Library/SearchLinkRedirect?folder=clint-black-gone-hollywood-i-dont-worry-about-it
c2005,"Trisha Yearwood: Crazy Horse, Santa Ana CA",Richard Cromelin,Los Angeles Times,14 October 1992,['trisha-yearwood'],country,Live Review,/Library/SearchLinkRedirect?folder=trisha-yearwood-crazy-horse-santa-ana-ca
c2006,"Lyle Lovett and his Large Band: The Orpheum Theater, Boston MA",Jim Sullivan,The Boston Globe,19 October 1992,['lyle-lovett'],country,Live Review,/Library/SearchLinkRedirect?folder=lyle-lovett-and-his-large-band-the-orpheum-theater-boston-ma
c2007,"Reba McEntire: Inglewood Forum, Inglewood CA",Richard Cromelin,Los Angeles Times,7 December 1992,['reba-mcentire'],country,Live Review,/Library/SearchLinkRedirect?folder=reba-mcentire-inglewood-forum-inglewood-ca
c2008,Bobby Bare: Detroit City and Other Hits/500 Miles Away from Home (RCA),Colin Escott,RCA Records,1993,['bobby-bare'],country,Sleevenotes,/Library/SearchLinkRedirect?folder=bobby-bare-idetroit-city-and-other-hitsii500-miles-away-from-homei-rca
c2009,k.d. lang: k.d. Sings The Blues,Mat Snow,Q,April 1993,['kd-lang'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=kd-lang-kd-sings-the-blues
c2010,Garth Brooks: Ropin' The Wind,Anthony DeCurtis,Rolling Stone,1 April 1993,['garth-brooks'],country,Interview,/Library/SearchLinkRedirect?folder=garth-brooks-ropin-the-wind
c2011,Dwight Yoakam: This Time (Reprise),Richard C. Walls,Musician,June 1993,['dwight-yoakam'],country,Review,/Library/SearchLinkRedirect?folder=dwight-yoakam-ithis-timei-reprise
c2012,"Willie Nelson: Cheer Up, It Might Never Happen",Mark Cooper,Q,July 1993,['willie-nelson'],country,Interview,/Library/SearchLinkRedirect?folder=willie-nelson-cheer-up-it-might-never-happen
c2013,Billy Ray Cyrus: It Won't Be the Last (PolyGram),John Swenson,Rolling Stone,16 September 1993,['billy-ray-cyrus'],country,Review,/Library/SearchLinkRedirect?folder=billy-ray-cyrus-iit-wont-be-the-lasti-polygram
c2014,Junior Brown: Outta Nowhere,John Morthland,L.A. Weekly,16 September 1993,['junior-brown'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=junior-brown-outta-nowhere
c2015,Garth Brooks: In Pieces (Liberty 80857; CD and cassette),Holly Gleason,The New York Times,26 September 1993,['garth-brooks'],country,Review,/Library/SearchLinkRedirect?folder=garth-brooks-iin-piecesi-liberty-80857-cd-and-cassette
c2016,Billy Joe Shaver: Tramp on Your Street (Zoo/Praxis 72445-11063; CD and cassette),Holly Gleason,The New York Times,3 October 1993,['billy-joe-shaver'],country,Review,/Library/SearchLinkRedirect?folder=billy-joe-shaver-itramp-on-your-streeti-zoopraxis-72445-11063-cd-and-cassette
c2017,"Sister Sledge: Forum, London; Tammy Wynette: Palladium, London",Caroline Sullivan,The Guardian,30 November 1993,"['sister-sledge', 'tammy-wynette']",country,Live Review,/Library/SearchLinkRedirect?folder=sister-sledge-forum-london-tammy-wynette-palladium-london
c2018,k.d. lang: Even Cowgirls Get The Blues (WEA 9362 454 332),Sid Griffin,Q,December 1993,['kd-lang'],country,Review,/Library/SearchLinkRedirect?folder=kd-lang-ieven-cowgirls-get-the-bluesi-wea-9362-454-332
c2019,Garth Brooks,Robin Eggar,The Sunday Times,23 January 1994,['garth-brooks'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=garth-brooks
c2100,Jimmie Dale Gilmore: Space Cowboy,Pat Blashill,Details,February 1994,['jimmie-dale-gilmore'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=jimmie-dale-gilmore-space-cowboy
c2101,"Alison Krauss: Once a ""Fiddlin' Teen"", She's Now in Demand",Tony Scherman,The New York Times,24 April 1994,['alison-krauss'],country,Profile and Interview,/Library/SearchLinkRedirect?folder=alison-krauss-once-a-fiddlin-teen-shes-now-in-demand
c2102,"Townes Van Zandt: Union Chapel, London",Paul Sexton,The Times,26 April 1994,['townes-van-zandt'],country,Live Review,/Library/SearchLinkRedirect?folder=townes-van-zandt-union-chapel-london
c2103,Travis Tritt: Ten Feet Tall and Bulletproof (Warner Bros. Nashville),Eric Weisbard,Spin,June 1994,['travis-tritt'],country,Review,/Library/SearchLinkRedirect?folder=travis-tritt-iten-feet-tall-and-bulletproofi-warner-bros-nashville
c2104,George Jones: High-Tech Redneck (MCA MCAD 10910),Fred Dellar,Vox,June 1994,['george-jones'],country,Review,/Library/SearchLinkRedirect?folder=george-jones-ihigh-tech-rednecki-mca-mcad-10910
c2105,Shania Twain: Shania Twain (Phonogram 514 422-2) 8,Michele Kirsch,Vox,June 1994,['shania-twain'],country,Review,/Library/SearchLinkRedirect?folder=shania-twain-ishania-twaini-phonogram-514-422-2-8
c2106,Kathy Mattea: Walking Away A Winner (Phonogram),Michele Kirsch,Vox,June 1994,['kathy-mattea'],country,Review,/Library/SearchLinkRedirect?folder=kathy-mattea-iwalking-away-a-winneri-phonogram
c2107,Reba McEntire: Read My Mind (MCA 10994; CD and cassette),Holly Gleason,The New York Times,12 June 1994,['reba-mcentire'],country,Review,/Library/SearchLinkRedirect?folder=reba-mcentire-iread-my-mindi-mca-10994-cd-and-cassette
